Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides Exp_1	Peptides Exp_2	Peptides Exp_5	Peptides Exp_6	Razor + unique peptides Exp_1	Razor + unique peptides Exp_2	Razor + unique peptides Exp_5	Razor + unique peptides Exp_6	Unique peptides Exp_1	Unique peptides Exp_2	Unique peptides Exp_5	Unique peptides Exp_6	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Ratio M/L	Ratio M/L normalized	Ratio M/L variability [%]	Ratio M/L count	Ratio M/L iso-count	Ratio M/L type	Ratio H/L	Ratio H/L normalized	Ratio H/L variability [%]	Ratio H/L count	Ratio H/L iso-count	Ratio H/L type	Ratio H/M	Ratio H/M normalized	Ratio H/M variability [%]	Ratio H/M count	Ratio H/M iso-count	Ratio H/M type	Ratio M/L Exp_1	Ratio M/L normalized Exp_1	Ratio M/L variability [%] Exp_1	Ratio M/L count Exp_1	Ratio M/L iso-count Exp_1	Ratio M/L type Exp_1	Ratio H/L Exp_1	Ratio H/L normalized Exp_1	Ratio H/L variability [%] Exp_1	Ratio H/L count Exp_1	Ratio H/L iso-count Exp_1	Ratio H/L type Exp_1	Ratio H/M Exp_1	Ratio H/M normalized Exp_1	Ratio H/M variability [%] Exp_1	Ratio H/M count Exp_1	Ratio H/M iso-count Exp_1	Ratio H/M type Exp_1	Ratio M/L Exp_2	Ratio M/L normalized Exp_2	Ratio M/L variability [%] Exp_2	Ratio M/L count Exp_2	Ratio M/L iso-count Exp_2	Ratio M/L type Exp_2	Ratio H/L Exp_2	Ratio H/L normalized Exp_2	Ratio H/L variability [%] Exp_2	Ratio H/L count Exp_2	Ratio H/L iso-count Exp_2	Ratio H/L type Exp_2	Ratio H/M Exp_2	Ratio H/M normalized Exp_2	Ratio H/M variability [%] Exp_2	Ratio H/M count Exp_2	Ratio H/M iso-count Exp_2	Ratio H/M type Exp_2	Ratio M/L Exp_5	Ratio M/L normalized Exp_5	Ratio M/L variability [%] Exp_5	Ratio M/L count Exp_5	Ratio M/L iso-count Exp_5	Ratio M/L type Exp_5	Ratio H/L Exp_5	Ratio H/L normalized Exp_5	Ratio H/L variability [%] Exp_5	Ratio H/L count Exp_5	Ratio H/L iso-count Exp_5	Ratio H/L type Exp_5	Ratio H/M Exp_5	Ratio H/M normalized Exp_5	Ratio H/M variability [%] Exp_5	Ratio H/M count Exp_5	Ratio H/M iso-count Exp_5	Ratio H/M type Exp_5	Ratio M/L Exp_6	Ratio M/L normalized Exp_6	Ratio M/L variability [%] Exp_6	Ratio M/L count Exp_6	Ratio M/L iso-count Exp_6	Ratio M/L type Exp_6	Ratio H/L Exp_6	Ratio H/L normalized Exp_6	Ratio H/L variability [%] Exp_6	Ratio H/L count Exp_6	Ratio H/L iso-count Exp_6	Ratio H/L type Exp_6	Ratio H/M Exp_6	Ratio H/M normalized Exp_6	Ratio H/M variability [%] Exp_6	Ratio H/M count Exp_6	Ratio H/M iso-count Exp_6	Ratio H/M type Exp_6	Sequence coverage Exp_1 [%]	Sequence coverage Exp_2 [%]	Sequence coverage Exp_5 [%]	Sequence coverage Exp_6 [%]	Intensity	Intensity L	Intensity M	Intensity H	Intensity Exp_1	Intensity L Exp_1	Intensity M Exp_1	Intensity H Exp_1	Intensity Exp_2	Intensity L Exp_2	Intensity M Exp_2	Intensity H Exp_2	Intensity Exp_5	Intensity L Exp_5	Intensity M Exp_5	Intensity H Exp_5	Intensity Exp_6	Intensity L Exp_6	Intensity M Exp_6	Intensity H Exp_6	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	GlyGly (K) site IDs	NEM site IDs	Oxidation (M) site IDs	GlyGly (K) site positions	NEM site positions	Oxidation (M) site positions
Q7Z7A1-2;Q7Z7A1-5;Q7Z7A1;Q5JVD1;Q7Z7A1-4;Q7Z7A1-3	Q7Z7A1-2;Q7Z7A1-5;Q7Z7A1;Q5JVD1;Q7Z7A1-4;Q7Z7A1-3	4;4;4;2;2;2	4;4;4;2;2;2	4;4;4;2;2;2	Centriolin	CNTRL	>sp|Q7Z7A1-2|CNTRL_HUMAN Isoform 2 of Centriolin OS=Homo sapiens GN=CNTRL;>sp|Q7Z7A1-5|CNTRL_HUMAN Isoform 5 of Centriolin OS=Homo sapiens GN=CNTRL;>sp|Q7Z7A1|CNTRL_HUMAN Centriolin OS=Homo sapiens GN=CNTRL PE=1 SV=2;>tr|Q5JVD1|Q5JVD1_HUMAN Centriolin OS=H	6	4	4	4	4	0	0	0	4	0	0	0	4	0	0	0	3.4	3.4	3.4	205.17	1773	1773;2319;2325;994;482;994	0	30.404	0.94456	0.43092	122.63	2	2	Median	2.4788	0.45408	171.67	2	2	Median	2.6243	1.0019	67.891	2	2	Median	0.94456	0.43092	122.63	2	2	Median	2.4788	0.45408	171.67	2	2	Median	2.6243	1.0019	67.891	2	2	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	3.4	0	0	0	19063000	1819400	2599000	14644000	19063000	1819400	2599000	14644000	0	0	0	0	0	0	0	0	0	0	0	0				1639	260;2408;8503;8642	True;True;True;True	271;2508;8809;8951	770;7601;27259;27710	819;8667;31428;31976	819;8667;31428;31976			3104;3105			1396;1397
Q7Z7A3	Q7Z7A3	1	1	1	Cytoplasmic tRNA 2-thiolation protein 1	CTU1	>sp|Q7Z7A3|CTU1_HUMAN Cytoplasmic tRNA 2-thiolation protein 1 OS=Homo sapiens GN=CTU1 PE=1 SV=1	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	5.2	5.2	5.2	36.45	348	348	0	12.697	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	5.2	0	0	0	14107000	0	6550500	7556900	14107000	0	6550500	7556900	0	0	0	0	0	0	0	0	0	0	0	0				1640	7006	True	7260	22341;22342	25775;25776	25775						
Q7Z7G8-2;Q7Z7G8-6;Q7Z7G8	Q7Z7G8-2;Q7Z7G8-6;Q7Z7G8	1;1;1	1;1;1	1;1;1	Vacuolar protein sorting-associated protein 13B	VPS13B	>sp|Q7Z7G8-2|VP13B_HUMAN Isoform 2 of Vacuolar protein sorting-associated protein 13B OS=Homo sapiens GN=VPS13B;>sp|Q7Z7G8-6|VP13B_HUMAN Isoform 6 of Vacuolar protein sorting-associated protein 13B OS=Homo sapiens GN=VPS13B;>sp|Q7Z7G8|VP13B_HUMAN Vacuolar 	3	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0.3	0.3	0.3	445.98	3997	3997;4021;4022	1	-2	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			1641	6044	True	6265	19067	22012	22012			3106			1824
Q86SX3-2;Q86SX3-6;Q86SX3;C9IYA4;Q86SX3-5;Q86SX3-3;C9J6B2;C9K0G6;C9J317;F8VP51;Q86SX3-4	Q86SX3-2;Q86SX3-6;Q86SX3;C9IYA4;Q86SX3-5;Q86SX3-3;C9J6B2;C9K0G6	4;4;4;3;3;3;2;2;1;1;1	4;4;4;3;3;3;2;2;1;1;1	4;4;4;3;3;3;2;2;1;1;1	Uncharacterized protein C14orf80	C14orf80	>sp|Q86SX3-2|CN080_HUMAN Isoform 2 of Uncharacterized protein C14orf80 OS=Homo sapiens GN=C14orf80;>sp|Q86SX3-6|CN080_HUMAN Isoform 6 of Uncharacterized protein C14orf80 OS=Homo sapiens GN=C14orf80;>sp|Q86SX3|CN080_HUMAN Uncharacterized protein C14orf80 OS	11	4	4	4	3	0	2	0	3	0	2	0	3	0	2	0	12.7	12.7	12.7	43.353	393	393;426;495;303;352;354;110;216;80;119;248	0	4.4118	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	9.4	0	6.4	0	9600700	212930	3129400	6258400	3776300	0	0	3776300	0	0	0	0	5824500	212930	3129400	2482100	0	0	0	0				1642	4184;4616;6821;11684	True;True;True;True	4341;4789;7064;12188	12932;14404;14405;21566;38035	14873;16529;16530;24869;43734	14873;16530;24869;43734			3107			127
Q86T82-2;Q86T82;Q86W68	Q86T82-2;Q86T82;Q86W68	8;8;4	8;8;4	8;8;4	Ubiquitin carboxyl-terminal hydrolase 37	USP37	>sp|Q86T82-2|UBP37_HUMAN Isoform 2 of Ubiquitin carboxyl-terminal hydrolase 37 OS=Homo sapiens GN=USP37;>sp|Q86T82|UBP37_HUMAN Ubiquitin carboxyl-terminal hydrolase 37 OS=Homo sapiens GN=USP37 PE=1 SV=2;>tr|Q86W68|Q86W68_HUMAN USP37 protein OS=Homo sapiens	3	8	8	8	5	1	5	0	5	1	5	0	5	1	5	0	12.4	12.4	12.4	99.751	885	885;979;302	0	57.263	3.4598	1.0131	109.39	6	6	Median	3.6089	0.28667	203.14	6	6	Median	1.3234	0.80917	50.641	6	6	Linear	1.9024	0.55292	234.36	2	2	Median	2.5864	0.50008	422.94	2	2	Median	1.3596	0.36897	5.3146	2	2	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	3.4598	1.0131	5.9872	4	4	Median	3.6089	0.28667	95.182	4	4	Median	1.0431	0.85724	23.002	4	4	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	7.5	1.5	6.7	0	101230000	14492000	34420000	52318000	55823000	11860000	15641000	28322000	849750	0	0	849750	44557000	2631800	18779000	23146000	0	0	0	0				1643	2604;7129;7984;10772;11608;11609;12695;13147	True;True;True;True;True;True;True;True	2710;7386;8276;11249;12110;12111;13243;13716	8144;22653;25870;34897;34898;34899;37768;37769;37770;37771;41163;41164;41165;43037	9306;26103;29931;39931;39932;39933;43419;43420;43421;43422;47153;47154;47155;49370	9306;26103;29931;39931;43419;43421;47154;49370			3108			39
Q86TC9-3;Q86TC9	Q86TC9-3;Q86TC9	1;1	1;1	1;1	Myopalladin	MYPN	>sp|Q86TC9-3|MYPN_HUMAN Isoform 3 of Myopalladin OS=Homo sapiens GN=MYPN;>sp|Q86TC9|MYPN_HUMAN Myopalladin OS=Homo sapiens GN=MYPN PE=1 SV=2	2	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	2.6	2.6	2.6	56.184	507	507;1320	0	2.1567	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	0	0	2.6	0	3578500	0	3578500	0	0	0	0	0	0	0	0	0	3578500	0	3578500	0	0	0	0	0				1644	49	True	51	129	130	130						
Q86TJ2-3;Q86TJ2-2;Q86TJ2	Q86TJ2-3;Q86TJ2-2;Q86TJ2	1;1;1	1;1;1	1;1;1	Transcriptional adapter 2-beta	TADA2B	>sp|Q86TJ2-3|TAD2B_HUMAN Isoform 3 of Transcriptional adapter 2-beta OS=Homo sapiens GN=TADA2B;>sp|Q86TJ2-2|TAD2B_HUMAN Isoform 2 of Transcriptional adapter 2-beta OS=Homo sapiens GN=TADA2B;>sp|Q86TJ2|TAD2B_HUMAN Transcriptional adapter 2-beta OS=Homo sapi	3	1	1	1	1	1	0	0	1	1	0	0	1	1	0	0	2.1	2.1	2.1	37.966	328	328;345;420	0.0026137	1.7473	0.12127	0.059235	80.941	2	2	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	2.1	2.1	0	0	12532000	12194000	305780	32416	10287000	10089000	198240	0	2245300	2105300	107540	32416	0	0	0	0	0	0	0	0				1645	8058	True	8352	26077;26078	30174;30175	30174						
Q86TU7	Q86TU7	1	1	1	Histone-lysine N-methyltransferase setd3	SETD3	>sp|Q86TU7|SETD3_HUMAN Histone-lysine N-methyltransferase setd3 OS=Homo sapiens GN=SETD3 PE=1 SV=1	1	1	1	1	0	1	1	0	0	1	1	0	0	1	1	0	2.9	2.9	2.9	67.256	594	594	0.0082967	1.2168	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	0	2.9	2.9	0	864490	864490	0	0	0	0	0	0	864490	864490	0	0	0	0	0	0	0	0	0	0				1646	14880	True	15525	48749;48750	55755;55756	55756						
Q86U42-2;Q86U42;H0YJH9;B4DEH8;G3V4T2;Q92843-2	Q86U42-2;Q86U42;H0YJH9;B4DEH8;G3V4T2;Q92843-2	2;2;1;1;1;1	2;2;1;1;1;1	2;2;1;1;1;1	Polyadenylate-binding protein 2	PABPN1	>sp|Q86U42-2|PABP2_HUMAN Isoform 2 of Polyadenylate-binding protein 2 OS=Homo sapiens GN=PABPN1;>sp|Q86U42|PABP2_HUMAN Polyadenylate-binding protein 2 OS=Homo sapiens GN=PABPN1 PE=1 SV=3;>tr|H0YJH9|H0YJH9_HUMAN Polyadenylate-binding protein 2 (Fragment) OS	6	2	2	2	2	0	1	1	2	0	1	1	2	0	1	1	9.1	9.1	9.1	31.496	296	296;306;96;168;178;333	0	27.905	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	9.1	0	5.4	5.4	34211000	742350	15330000	18139000	26414000	742350	7532400	18139000	0	0	0	0	6034400	0	6034400	0	1763200	0	1763200	0				1647	0;13166	True;True	0;13735	0;1;2;43112	0;1;2;49446	1;49446						
Q86UU1-2;Q86UU1;Q86UU1-3;A0A087WZL0;Q96C94;A0A087WTZ7;A0A087WXY7	Q86UU1-2;Q86UU1;Q86UU1-3	18;18;16;8;2;2;2	18;18;16;8;2;2;2	18;18;16;8;2;2;2	Pleckstrin homology-like domain family B member 1	PHLDB1	>sp|Q86UU1-2|PHLB1_HUMAN Isoform 2 of Pleckstrin homology-like domain family B member 1 OS=Homo sapiens GN=PHLDB1;>sp|Q86UU1|PHLB1_HUMAN Pleckstrin homology-like domain family B member 1 OS=Homo sapiens GN=PHLDB1 PE=1 SV=1;>sp|Q86UU1-3|PHLB1_HUMAN Isoform 	7	18	18	18	16	2	10	1	16	2	10	1	16	2	10	1	18.3	18.3	18.3	144.74	1319	1319;1377;995;641;101;209;247	0	323.31	6.0972	1.8415	89.697	22	21	Median	12.83	2.5564	183.82	22	21	Median	2.2835	0.87295	54.941	22	21	Median	5.6256	1.8086	100.94	15	14	Median	14.113	10.35	205.3	15	14	Median	2.4596	0.93174	49.661	15	14	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	10.358	3.0332	51.383	5	5	Median	6.2648	2.4824	157.61	5	5	Median	0.67613	0.58193	40.623	5	5	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	16.3	1.9	12.1	1	440880000	30266000	160470000	250140000	295430000	25111000	68418000	201900000	3082500	297370	740000	2045200	134640000	3582000	88910000	42150000	7722500	1275400	2405500	4041600				1648	211;1197;2822;4438;4584;5459;6814;8131;8132;8382;8546;8750;9565;11379;11999;12895;13603;13933	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	220;1241;2932;4603;4756;5652;7057;8430;8431;8686;8855;9067;9987;11875;12516;13454;14197;14544	579;3784;8751;13929;13930;14332;14333;16937;16938;21554;26262;26263;26264;26265;26943;27387;28016;28017;30917;30918;30919;30920;30921;30922;30923;30924;30925;36978;36979;39066;42199;44686;44687;44688;45754;45755;45756	606;4329;9959;16000;16001;16447;16448;19475;19476;24857;30365;30366;30367;30368;31094;31572;32339;32340;35565;35566;35567;35568;35569;35570;35571;35572;35573;35574;42564;42565;44847;48476;51250;51251;51252;52475;52476;52477	606;4329;9959;16000;16447;19476;24857;30365;30368;31094;31572;32339;35566;42564;44847;48476;51251;52475			3109;3110			1292;1300
Q86UW6-2;Q86UW6;H0YA93	Q86UW6-2;Q86UW6;H0YA93	15;15;14	15;15;14	15;15;14	NEDD4-binding protein 2	N4BP2	>sp|Q86UW6-2|N4BP2_HUMAN Isoform 2 of NEDD4-binding protein 2 OS=Homo sapiens GN=N4BP2;>sp|Q86UW6|N4BP2_HUMAN NEDD4-binding protein 2 OS=Homo sapiens GN=N4BP2 PE=1 SV=2;>tr|H0YA93|H0YA93_HUMAN NEDD4-binding protein 2 (Fragment) OS=Homo sapiens GN=N4BP2 PE=	3	15	15	15	13	2	4	1	13	2	4	1	13	2	4	1	14.5	14.5	14.5	196.83	1753	1753;1770;1400	0	323.31	1.2782	0.5064	117.22	10	10	Median	2.346	0.87676	203.59	10	10	Median	3.0482	1.3589	133.37	10	10	Median	1.0174	0.49679	128.86	8	8	Median	4.1282	0.87676	214.8	8	8	Median	3.3121	1.3589	47.398	8	8	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	12.5	1.9	4.3	1.1	161990000	21003000	16026000	124960000	143910000	19314000	12964000	111630000	1860000	0	0	1860000	11404000	1206200	1852000	8345600	4815600	482790	1210500	3122300				1649	1542;2381;3101;3633;3906;5024;8087;8625;9534;9736;9919;11104;13380;14433;15077	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1594;2480;3220;3771;4057;5207;8383;8384;8934;9956;10166;10356;11588;13967;15065;15726	4889;4890;7535;9552;11225;11226;11227;11228;12202;12203;15562;26144;26145;27670;30766;31538;32158;32159;32160;32161;32162;32163;32164;36146;43910;47366;47367;49370	5633;5634;8599;10906;12787;12788;12789;12790;14088;14089;14090;17846;30243;30244;31935;35405;36235;36915;36916;36917;36918;36919;36920;36921;41647;50330;54233;54234;56496	5633;8599;10906;12788;14089;17846;30243;31935;35405;36235;36918;41647;50330;54234;56496			3111;3112;3113;3114;3115			583;645;705;1217;1442
Q86V25-4;Q86V25-6;Q86V25-2;Q86V25	Q86V25-4;Q86V25-6;Q86V25-2;Q86V25	1;1;1;1	1;1;1;1	1;1;1;1	Vasohibin-2	VASH2	>sp|Q86V25-4|VASH2_HUMAN Isoform 4 of Vasohibin-2 OS=Homo sapiens GN=VASH2;>sp|Q86V25-6|VASH2_HUMAN Isoform 6 of Vasohibin-2 OS=Homo sapiens GN=VASH2;>sp|Q86V25-2|VASH2_HUMAN Isoform 2 of Vasohibin-2 OS=Homo sapiens GN=VASH2;>sp|Q86V25|VASH2_HUMAN Vasohibi	4	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	5.9	5.9	5.9	18.752	169	169;251;290;355	1	-2	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	5.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			1650	10055	True	10501	32739	37530	37530			3116			143
Q86V81	Q86V81	8	8	2	THO complex subunit 4	ALYREF	>sp|Q86V81|THOC4_HUMAN THO complex subunit 4 OS=Homo sapiens GN=ALYREF PE=1 SV=3	1	8	8	2	3	6	4	7	3	6	4	7	1	2	1	2	30	30	6.2	26.888	257	257	0	323.31	5.7099	5.5089	41.404	14	0	Median	13.173	12.489	36.292	14	0	Median	1.5946	1.582	33.208	14	0	Median	4.6948	6.3229	22.036	3	1	Median	23.094	19.403	6.9609	3	1	Plateau	4.4745	2.9955	14.971	3	1	Median	2.8953	4.1025	31.571	4	0	Median	13.173	12.74	15.571	4	0	Median	4.1261	2.6095	9.314	4	0	Median	6.5885	6.1953	23.961	7	5	Median	11.299	8.9469	33.037	7	5	Median	1.6978	1.4528	6.6937	7	5	Median	6.81	6.8586	32.716	6	0	Median	8.6562	9.3248	30.691	6	0	Median	1.4829	1.3792	8.9601	6	0	Median	19.1	28.8	26.1	28.4	1029200000	49365000	344800000	635080000	24611000	795630	3617100	20198000	161120000	8328300	29992000	122800000	77550000	2950000	27755000	46845000	765970000	37291000	283440000	445240000				1651	227;228;8826;9855;10564;10565;10729;11620	True;True;True;True;True;True;True;True	236;237;238;9157;10289;11036;11037;11205;12122	624;625;626;627;628;629;630;631;632;633;634;635;636;637;638;639;640;641;642;643;28289;31965;34286;34287;34288;34289;34290;34291;34292;34293;34294;34796;34797;34798;34799;34800;34801;37799;37800;37801;37802;37803;37804;37805;37806;37807;37808;37809;37810;37811;37812;37813;37814;37815	652;653;654;655;656;657;658;659;660;661;662;663;664;665;666;667;668;669;670;671;672;673;674;675;676;677;678;679;680;681;682;683;32630;36710;39247;39248;39249;39250;39251;39252;39253;39254;39255;39256;39257;39258;39819;39820;39821;39822;39823;39824;39825;39826;39827;39828;39829;43452;43453;43454;43455;43456;43457;43458;43459;43460;43461;43462;43463;43464;43465;43466;43467;43468;43469;43470;43471;43472	666;682;32630;36710;39249;39258;39828;43460			712;713;3117;3118			5;7;176;254
Q86VS8	Q86VS8	2	2	2	Protein Hook homolog 3	HOOK3	>sp|Q86VS8|HOOK3_HUMAN Protein Hook homolog 3 OS=Homo sapiens GN=HOOK3 PE=1 SV=2	1	2	2	2	2	0	0	0	2	0	0	0	2	0	0	0	3.6	3.6	3.6	83.125	718	718	0	16.537	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	3.6	0	0	0	8210500	160170	2417900	5632400	8210500	160170	2417900	5632400	0	0	0	0	0	0	0	0	0	0	0	0				1652	7650;12039	True;True	7923;12556	24722;39178	28624;44990	28624;44990			3119			224
Q86W42-3;Q86W42;Q86W42-2	Q86W42-3;Q86W42;Q86W42-2	4;4;3	4;4;3	4;4;3	THO complex subunit 6 homolog	THOC6	>sp|Q86W42-3|THOC6_HUMAN Isoform 3 of THO complex subunit 6 homolog OS=Homo sapiens GN=THOC6;>sp|Q86W42|THOC6_HUMAN THO complex subunit 6 homolog OS=Homo sapiens GN=THOC6 PE=1 SV=1;>sp|Q86W42-2|THOC6_HUMAN Isoform 2 of THO complex subunit 6 homolog OS=Homo	3	4	4	4	4	0	1	0	4	0	1	0	4	0	1	0	18.9	18.9	18.9	32.89	296	296;341;317	0	35.084	3.0551	1.1374	22.456	2	2	Median	16.831	0.64829	1.5372	2	2	Median	5.5091	1.4576	5.4439	2	2	Median	3.0551	1.1374	22.456	2	2	Median	16.831	0.64829	1.5372	2	2	Median	5.5091	1.4576	5.4439	2	2	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	18.9	0	5.4	0	62190000	1277600	4418900	56493000	54163000	1277600	4418900	48466000	0	0	0	0	8027000	0	0	8027000	0	0	0	0				1653	1504;12091;13169;13587	True;True;True;True	1554;12610;13739;14181	4793;39294;43122;43123;44595	5533;45111;49456;49457;51139	5533;45111;49456;51139						
